,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,description,website,market_cap,net_income_before_eo
1831,NATR US Equity,"Nature&#39;s Sunshine Products, Inc.",13.85,$259.57M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/natr,na,na,0,0
1832,BABY US Equity,Natus Medical Incorporated,36.58,$1.19B,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/baby,na,na,0,0
1833,NVSL US Equity,Naugatuck Valley Financial Corporation,9.089,$63.64M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nvsl,na,na,0,0
1834,NAVI US Equity,Navient Corporation,21.72,$8.91B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/navi,na,na,0,0
1835,NBTF US Equity,NB&T FINANCIAL GROUP INC,29.96,$102.87M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nbtf,na,na,0,0
1836,NBTB US Equity,NBT Bancorp Inc.,24.35,$1.06B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbtb,na,na,0,0
1837,NCIT US Equity,"NCI, Inc.",11.75,$152.82M,2005,Technology,EDP Services,http://www.nasdaq.com/symbol/ncit,na,na,0,0
1838,NKTR US Equity,Nektar Therapeutics,13.61,$1.75B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nktr,na,na,0,0
1839,NEOG US Equity,Neogen Corporation,49.34,$1.82B,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/neog,na,na,0,0
1840,NEO US Equity,"NeoGenomics, Inc.",4.44,$266.27M,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/neo,na,na,0,0
1841,NEON US Equity,Neonode Inc.,3.01,$121.77M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/neon,na,na,0,0
1842,NBS US Equity,"Neostem, Inc.",4.07,$145.46M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/nbs,na,na,0,0
1843,NEOT US Equity,"Neothetics, Inc.",6.805,$92.69M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/neot,na,na,0,0
1844,NVCN US Equity,Neovasc Inc.,9.54,$613.02M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvcn,na,na,0,0
1845,NRX US Equity,"NephroGenex, Inc.",6.3,$55.83M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nrx,na,na,0,0
1846,NEPT US Equity,Neptune Technologies & Bioresources Inc,1.82,$136.93M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nept,na,na,0,0
1847,UEPS US Equity,"Net 1 UEPS Technologies, Inc.",13.45,$626.06M,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ueps,na,na,0,0
1848,NETE US Equity,"Net Element, Inc.",1.25,$57.03M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/nete,na,na,0,0
1849,NTAP US Equity,"NetApp, Inc.",38.2,$11.91B,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/ntap,na,na,0,0
1850,NTES US Equity,"NetEase, Inc.",110.08,$14.31B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ntes,na,na,0,0
1851,NFLX US Equity,"Netflix, Inc.",478.2,$28.93B,2002,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/nflx,na,na,0,0
1852,NTGR US Equity,"NETGEAR, Inc.",32.22,$1.11B,2003,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntgr,na,na,0,0
1853,NLST US Equity,"Netlist, Inc.",1.43,$59.32M,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/nlst,na,na,0,0
1854,NTCT US Equity,"NetScout Systems, Inc.",39.13,$1.61B,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/ntct,na,na,0,0
1855,NTWK US Equity,NetSol Technologies Inc.,5.8,$56.99M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntwk,na,na,0,0
1856,NBIX US Equity,"Neurocrine Biosciences, Inc.",39.4,$3.04B,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nbix,na,na,0,0
1857,NDRM US Equity,NeuroDerm Ltd.,11.58,$196.82M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ndrm,na,na,0,0
1858,NURO US Equity,"NeuroMetrix, Inc.",1.72,$13.66M,2004,n/a,n/a,http://www.nasdaq.com/symbol/nuro,na,na,0,0
1859,NSIG US Equity,"NeuroSigma, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nsig,na,na,0,0
1860,NHTB US Equity,"New Hampshire Thrift Bancshares, Inc.",15.43,$127.42M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nhtb,na,na,0,0
1861,NYMT US Equity,"New York Mortgage Trust, Inc.",7.79,$706.43M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nymt,na,na,0,0
1862,NYMTP US Equity,"New York Mortgage Trust, Inc.",24.68,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nymtp,na,na,0,0
1863,NBBC US Equity,NewBridge Bancorp,8.62,$320.63M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbbc,na,na,0,0
1864,NLNK US Equity,NewLink Genetics Corporation,39.75,$1.11B,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nlnk,na,na,0,0
1865,NEWP US Equity,Newport Corporation,20.11,$801.33M,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/newp,na,na,0,0
1866,NWS US Equity,News Corporation,16.67,$9.68B,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nws,na,na,0,0
1867,NWSA US Equity,News Corporation,17.14,$9.95B,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nwsa,na,na,0,0
1868,NEWS US Equity,"NewStar Financial, Inc.",9.87,$469.84M,2006,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/news,na,na,0,0
1869,NEWT US Equity,Newtek Business Services Corp.,16.1,$121.86M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/newt,na,na,0,0
1870,NXST US Equity,"Nexstar Broadcasting Group, Inc.",54.21,$1.67B,2003,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/nxst,na,na,0,0
1871,NVET US Equity,Nexvet Biopharma plc,9.5,$105.26M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvet,na,na,0,0
1872,NFEC US Equity,NF Energy Saving Corporation,2.09,$11.95M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nfec,na,na,0,0
1873,EGOV US Equity,NIC Inc.,17.05,$1.11B,1999,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/egov,na,na,0,0
1874,NICE US Equity,NICE-Systems Limited,58.88,$3.54B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/nice,na,na,0,0
1875,NICK US Equity,"Nicholas Financial, Inc.",14.89,$183.31M,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/nick,na,na,0,0
1876,NMIH US Equity,NMI Holdings Inc,7.54,$440.06M,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nmih,na,na,0,0
1877,NNBR US Equity,"NN, Inc.",27.1,$513.74M,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nnbr,na,na,0,0
1878,NDLS US Equity,Noodles & Company,18.9,$563.02M,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ndls,na,na,0,0
1879,NDSN US Equity,Nordson Corporation,78.46,$4.86B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ndsn,na,na,0,0
1880,NSYS US Equity,Nortech Systems Incorporated,5.58,$15.31M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nsys,na,na,0,0
1881,NTK US Equity,Nortek Inc.,80.31,$1.3B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntk,na,na,0,0
1882,NBN US Equity,Northeast Bancorp,9.18,$90.32M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbn,na,na,0,0
1883,NECB US Equity,"Northeast Community Bancorp, Inc.",6.92,$85.64M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/necb,na,na,0,0
1884,NTIC US Equity,Northern Technologies International Corporation,20.9,$94.51M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/ntic,na,na,0,0
1885,NTRS US Equity,Northern Trust Corporation,70.08,$16.5B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrs,na,na,0,0
1886,NTRSP US Equity,Northern Trust Corporation,25.61,$409.76M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrsp,na,na,0,0
1887,NFBK US Equity,"Northfield Bancorp, Inc.",14.445,$707.53M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nfbk,na,na,0,0
1888,NRIM US Equity,Northrim BanCorp Inc,22.36,$152.81M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nrim,na,na,0,0
1889,NWBI US Equity,"Northwest Bancshares, Inc.",11.76,$1.12B,2009,Finance,Major Banks,http://www.nasdaq.com/symbol/nwbi,na,na,0,0
1890,NWBO US Equity,"Northwest Biotherapeutics, Inc.",6.37,$396.33M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nwbo,na,na,0,0
1891,NWBOW US Equity,"Northwest Biotherapeutics, Inc.",3.2499,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nwbow,na,na,0,0
1892,NWPX US Equity,Northwest Pipe Company,25.11,$239.05M,1995,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/nwpx,na,na,0,0
1893,NCLH US Equity,Norwegian Cruise Line Holdings Ltd.,47.77,$9.71B,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/nclh,na,na,0,0
1894,NWFL US Equity,Norwood Financial Corp.,28.6001,$104.27M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nwfl,na,na,0,0
1895,NVFY US Equity,"Nova Lifestyle, Inc",2.5997,$54.04M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/nvfy,na,na,0,0
1896,NVMI US Equity,Nova Measuring Instruments Ltd.,11.45,$317.49M,2000,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/nvmi,na,na,0,0
1897,NVDQ US Equity,Novadaq Technologies Inc,15.35,$853.04M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/nvdq,na,na,0,0
1898,MIFI US Equity,"Novatel Wireless, Inc.",4.97,$221.85M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mifi,na,na,0,0
1899,NVAX US Equity,"Novavax, Inc.",9.51,$2.27B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nvax,na,na,0,0
1900,NVGN US Equity,Novogen Limited,2.76,$18.61M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvgn,na,na,0,0
1901,NPSP US Equity,"NPS Pharmaceuticals, Inc.",45.97,$4.91B,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/npsp,na,na,0,0
1902,NTLS US Equity,NTELOS Holdings Corp.,4.97,$107.38M,2006,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntls,na,na,0,0
1903,NUAN US Equity,"Nuance Communications, Inc.",14.025,$4.56B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nuan,na,na,0,0
1904,NMRX US Equity,Numerex Corp.,11.3,$214.43M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nmrx,na,na,0,0
1905,NUTR US Equity,Nutraceutical International Corporation,17.82,$171.7M,1998,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/nutr,na,na,0,0
1906,NTRI US Equity,NutriSystem Inc,17.56,$505.24M,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/ntri,na,na,0,0
1907,NUVA US Equity,"NuVasive, Inc.",47.98,$2.26B,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuva,na,na,0,0
1908,QQQX US Equity,Nuveen NASDAQ 100 Dynamic Overwrite Fund,19.32,$357.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqqx,na,na,0,0
1909,NVEE US Equity,"NV5 Holdings, Inc.",12.3,$70.75M,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nvee,na,na,0,0
1910,NVEC US Equity,NVE Corporation,63.38,$307.9M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvec,na,na,0,0
1911,NVDA US Equity,NVIDIA Corporation,22.335,$12.14B,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvda,na,na,0,0
1912,NXPI US Equity,NXP Semiconductors N.V.,84.66,$19.54B,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/nxpi,na,na,0,0
1913,NXTM US Equity,"NxStage Medical, Inc.",17.77,$1.1B,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/nxtm,na,na,0,0
1914,NXTD US Equity,NXT-ID Inc.,2.67,$65.93M,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/nxtd,na,na,0,0
1915,NXTDW US Equity,NXT-ID Inc.,1,n/a,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/nxtdw,na,na,0,0
1916,NYMX US Equity,Nymox Pharmaceutical Corporation,0.41,$14.68M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/nymx,na,na,0,0
1917,OIIM US Equity,O2Micro International Limited,2.54,$67.42M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oiim,na,na,0,0
1918,OVLY US Equity,Oak Valley Bancorp (CA),10.08,$81.39M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovly,na,na,0,0
1919,OCAT US Equity,"Ocata Therapeutics, Inc.",6.148,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ocat,na,na,0,0
1920,OBCI US Equity,"Ocean Bio-Chem, Inc.",5.36,$47.78M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/obci,na,na,0,0
1921,OPTT US Equity,"Ocean Power Technologies, Inc.",0.53,$9.58M,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/optt,na,na,0,0
1922,ORIG US Equity,Ocean Rig UDW Inc.,8.61,$1.14B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/orig,na,na,0,0
1923,OSHC US Equity,Ocean Shore Holding Co.,14.39,$92.4M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/oshc,na,na,0,0
1924,OCFC US Equity,OceanFirst Financial Corp.,16.84,$295.93M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ocfc,na,na,0,0
1925,OCRX US Equity,"Ocera Therapeutics, Inc.",6,$118.45M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocrx,na,na,0,0
1926,OCLR US Equity,"Oclaro, Inc.",1.51,$164.62M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oclr,na,na,0,0
1927,OFED US Equity,Oconee Federal Financial Corp.,20.6526,$120.5M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ofed,na,na,0,0
1928,OCUL US Equity,"Ocular Therapeutix, Inc.",31.37,$668.88M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocul,na,na,0,0
1929,OCLS US Equity,"Oculus Innovative Sciences, Inc.",0.913,$13.61M,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ocls,na,na,0,0
1930,OCLSW US Equity,"Oculus Innovative Sciences, Inc.",0.265,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/oclsw,na,na,0,0
1931,OMEX US Equity,"Odyssey Marine Exploration, Inc.",0.7494,$63.94M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/omex,na,na,0,0
1932,ODP US Equity,"Office Depot, Inc.",9.49,$5.11B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/odp,na,na,0,0
1933,OFS US Equity,OFS Capital Corporation,11.6701,$112.48M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ofs,na,na,0,0
1934,OHAI US Equity,OHA Investment Corporation,4.75,$97.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ohai,na,na,0,0
1935,OVBC US Equity,Ohio Valley Banc Corp.,23.72,$97.22M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovbc,na,na,0,0
1936,OHRP US Equity,"Ohr Pharmaceuticals, Inc.",7.15,$212.01M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ohrp,na,na,0,0
1937,ODFL US Equity,"Old Dominion Freight Line, Inc.",77.775,$6.7B,1991,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/odfl,na,na,0,0
1938,OLBK US Equity,"Old Line Bancshares, Inc.",14.4,$155.4M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/olbk,na,na,0,0
1939,ONB US Equity,Old National Bancorp,14.03,$1.6B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/onb,na,na,0,0
1940,OPOF US Equity,Old Point Financial Corporation,14.96,$74.19M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/opof,na,na,0,0
1941,OSBC US Equity,"Old Second Bancorp, Inc.",5.52,$162.52M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbc,na,na,0,0
